"URL","CODE","LABEL_EN","DESCRIPTION_EN","LABEL_FR","DESCRIPTION_FR"
"https://codelist.commonapproach.org/PalierFixeElement#PF000730","PF000730","","","Si non: choisir la fourchette (%) appropriée selon l'estimation ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000740","PF000740","","","Emplois permanents",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000750","PF000750","","","Emplois à durée déterminée ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000760","PF000760","","","Emplois à court terme et occasionnels",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000770","PF000770","","","Apprentis, stagiaires et apprentis rémunérés",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000780","PF000780","","","Structure générale",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000790","PF000790","","","Types de membres",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000800","PF000800","","","Participation à la gouvernance",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000810","PF000810","","","Quel est le nombre de membres ayant le droit d'assister à l'AGA pour la dernière année financère? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000820","PF000820","","","Quel est le nombre membres présents lors de la dernière AGA ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000830","PF000830","","","Quel est le pourcentage de présence ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000840","PF000840","","","Si l'entreprise tient un registre des membres, quel est le nombre de nouveaux membres inscrits dans la dernière année financière ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000850","PF000850","","","Taux de croissance des membres de la dernière année financière",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000860","PF000860","","","Comités thématiques",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000870","PF000870","","","Sondages ou questionnaires",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000880","PF000880","","","Entretiens",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000890","PF000890","","","Focus groupes",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000900","PF000900","","","Les contributions issues des consultations et/ou processsus participatifs des membres, partenaires, bénéficiaires, etc.) sont prises en compte dans les décisions stratégiques du conseil d'administration (CA) et lors de l'assemblée générale (AGA) ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000910","PF000910","","","Personne(s) salariée(s)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000920","PF000920","","","Partenaire(s)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000930","PF000930","","","Bénéficiaire(s), client(s) ou usager(s)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000940","PF000940","","","Personne(s) observatrice(s)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000950","PF000950","","","Formations",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000960","PF000960","","","Soutien financier (ex : transport payé, ordinateur prêté, etc.)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000970","PF000970","","","Mentorat par d’autres personnes administratrices",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000980","PF000980","","","Autres",""
"https://codelist.commonapproach.org/PalierFixeElement#PF000990","PF000990","","","Est-ce que l’entreprise accueille des bénévoles (en excluant les personnes administratrices du CA) ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001000","PF001000","","","Combien d’heures bénévoles ont été effectuées dans la dernière année financière ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001010","PF001010","","","Quel nombre de bénévoles impliqués dans la dernière année financière ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001020","PF001020","","","Est-ce que la distribution des surplus est interdite dans les documents constitutifs de l'entreprise (coopérative) ou par le statut juridique (OBNL) ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001030","PF001030","","","Est-ce que le transfert du reliquat à une entité morale partageant des objectifs semblables est assuré par une Loi (coopératives) ou par les lettres patentes (OBNL) ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001040","PF001040","","","Ratio de capitalisation collective (actif net (actif net= actif total - passif total) sur l'actif total) ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001050","PF001050","","","Actif total",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001060","PF001060","","","Actif net",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001070","PF001070","","","Dans les 3 dernières années, avez-vous affecté des surplus cumulés ? Cochez toutes les réponses applicables ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001080","PF001080","","","Si oui, montant $",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001090","PF001090","","","Dépenses pour renforcer la mission de l'organisme",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001100","PF001100","","","Veuillez saisir le montant",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001110","PF001110","","","Dans la dernière année financière, avez-vous rencontré des difficultés à atteindre le quorum lors des réunions du conseil d'administration ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001120","PF001120","","","Dans quelle fourchette se situe le taux de participation de votre conseil d'administration pour les rencontres tenues dans la dernière année financière ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001130","PF001130","","","Si le taux est en dessous de 70%, quelles sont, selon vous, les raisons ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001140","PF001140","","","Montant totalisant les revenus autogénérés par la vente de biens ou services pour la dernière année financière (incluant les ententes de service avec l'état) ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001150","PF001150","","","Ratio d'endettemment (=passif total \"reclassé\" (sans les apports reportés ni quasi-équité ou capital patient)/actif total) ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001160","PF001160","","","Ratio de fond de roulement ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001170","PF001170","","","Ratio des liquidités immédiates (=(actifs à court-terme - inventaire) / passif à court-terme) à inscrire si l'entreprise a un inventaire ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001180","PF001180","","","Fonds générés en % des revenus (surplus nets + amortissements des actifs - amortissement des apports reportés) / revenus totaux) ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001190","PF001190","","","Ratio de la couverture de la dette (fonds générés / remboursement du capital) ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001200","PF001200","","","Ratio des revenus autogénérés (revenus provenant de la vente de biens et services, incluant les ententes de service avec l'État)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001210","PF001210","","","Score total (sur 100%)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001220","PF001220","","","Année d'incorporation légale de l'entreprise ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001230","PF001230","","","L'organisation dispose-t-elle d’un ou plusieurs mécanismes formels pour se préparer à gérer des situations de crise (ex. : pandémie, conflits internes, urgences opérationnelles, crises de réputation ou pertes de financement) ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001240","PF001240","","","L'entreprise a-t-elle déjà vécu des crises ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001250","PF001250","","","Fonds de roulement",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001260","PF001260","","","Diversité des sources de revenus",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001270","PF001270","","","Taux de rotation du personnel",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001280","PF001280","","","Politique claire de gestion des risques",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001290","PF001290","","","Processus de planification stratégique",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001300","PF001300","","","Flexibilité en gouvernance et la prise de décision",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001310","PF001310","","","Cohésion d’équipe et culture organisationnelle",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001320","PF001320","","","Diversité et solidité des partenariats",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001330","PF001330","","","Capacité à innover ou ajuster les services",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001340","PF001340","","","Communication efficace avec les membres, clients et partenaires",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001350","PF001350","","","Quel est le montant de la rémunération totale de la personne la mieux rémunérée dans l'entreprise  (incluant le salaire, les primes et tous les avantages) pour la dernière année financière de l’entreprise ?  Le taux horaire peut être utilisé en deuxième option ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001360","PF001360","","","Quel est le montant de la rémunération la plus basse la personne salariée à temps plein (incluant le salaire, y compris tous les avantages (mais pas les heures supplémentaires) pour la dernière année financière de l’entreprise ? Le taux horaire peut être utilisé en deuxième option ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001370","PF001370","","","Calcul du ratio de rénumération",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001380","PF001380","","","Comment l'organisation permet-elle aux personnes de s’auto-identifier en ce qui concerne leur genre, dans ses pratiques ou systèmes internes (formulaires, bases de données, processus RH, etc.)?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001390","PF001390","","","Quel est le salaire annuel moyen ou taux horaire moyen pour les personnes s'identifiant femmes employées de l'entreprise ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001400","PF001400","","","Quel est le salaire annuel moyen ou taux horaire moyen pour les personnes s'identifiant hommes employés de l'entreprise ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001410","PF001410","","","Quel est le salaire annuel moyen ou taux horaire moyen pour les personnes employées s'identifiant comme faisant partie de la diversité de genres de l'entreprise ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001420","PF001420","","","Calcul de l'écart de rénumération hommes et femmes",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001430","PF001430","","","Calcul de l'écart de rénumération hommes et personnes issues de la diversité de genres",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001440","PF001440","","","L'entreprise permet-elle aux membres du conseil d’administration et aux personnes salariées de s’auto-identifier comme faisant partie de groupes méritant d’équité?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001450","PF001450","","","Nombre total de membres sur le conseil d'administration ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001460","PF001460","","","2ELGBTQIA+",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001470","PF001470","","","Personnes noires",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001480","PF001480","","","Immigrants de première génération, réfugiés et nouveaux arrivants",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001490","PF001490","","","Autochtones : Premières Nations",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001500","PF001500","","","Autochtones : Inuits",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001510","PF001510","","","Autochtones : Métis",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001520","PF001520","","","Autochtones : Non spécifié",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001530","PF001530","","","Communautés de langue officielle en situation minoritaire",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001540","PF001540","","","Autres groupes racisés",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001550","PF001550","","","Personnes vivant avec un handicap (y compris les handicaps invisibles et épisodiques)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001560","PF001560","","","Femmes",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001570","PF001570","","","Personnes de diverses identités de genre",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001580","PF001580","","","2ELGBTQIA+",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001590","PF001590","","","Personnes noires",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001600","PF001600","","","Immigrants de première génération, réfugiés et nouveaux arrivants",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001610","PF001610","","","Autochtones : Premières Nations",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001700","PF001700","","","Est-ce que des personnes s'identifiant comme faisant partie de groupes méritant l’équité occupent des postes exécutifs (direction générale, présidence, vice-présidence, secrétariat, trésorerie) ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001710","PF001710","","","Si oui, combien de postes sont occupés  ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001720","PF001720","","","Nombre total de personnes dirigeantes (hors-CA) de l'entreprise:",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001730","PF001730","","","2ELGBTQIA+",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001740","PF001740","","","Personnes noires",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001750","PF001750","","","Immigrants de première génération, réfugiés et nouveaux arrivants",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001760","PF001760","","","Autochtones : Premières Nations",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001770","PF001770","","","Autochtones : Inuits",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001780","PF001780","","","Autochtones : Métis",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001790","PF001790","","","Autochtones : Non spécifié",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001800","PF001800","","","Communautés de langue officielle en situation minoritaire",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001810","PF001810","","","Autres groupes racisés",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001820","PF001820","","","Personnes vivant avec un handicap (y compris les handicaps invisibles et épisodiques)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001830","PF001830","","","Femmes",""
"https://codelist.commonapproach.org/PalierFixeElement#PF001840","PF001840","","","Personnes de diverses identités de genre",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002220","PF002220","","","Est-ce que l'entreprise a été créée par et pour un ou des groupes méritant l'équité ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002350","PF002350","","","Calcul du pointage total en pourcentage",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002360","PF002360","","","Interprétation du pointage obtenu",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002540","PF002540","","","Calcul des points totaux",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002550","PF002550","","","Note de l'entreprise",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002560","PF002560","","","Interprétation de la note ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002570","PF002570","","","Nombre total de personnes salariées (emplois permanents seulement) au début de la dernière année financière ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002580","PF002580","","","Nombre total de personnes salariées (emplois permanents seulement) à la fin de la dernière année financière",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002590","PF002590","","","Calcul du nombre moyen de personnes salariées",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002600","PF002600","","","Nombre de personnes salariées (emplois permanents seulement) ayant quittées (volontairement ou non) leurs fonctions pendant l'année financière",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002610","PF002610","","","Taux de roulement du personnel en pourcentage",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002620","PF002620","","","Nombre de postes non-comblés dans l'entreprise à la fin de la dernière année financière ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002630","PF002630","","","Nombre total de postes (comblés et non-comblés) dans l'entreprise à la fin de la dernière année financière?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002640","PF002640","","","Quel est le taux de vacance au sein de l’entreprise pour la dernière année financière ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002650","PF002650","","","Quel est le salaire médian de l’entreprise pour la dernière année financière ? (revenu médian annuel brut pour les personnes employées à temps plein.)",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002660","PF002660","","","Convertir le salaire médian brut en salaire médian net à l'aide de cet outil : https://ca.talent.com/fr/tax-calculator ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002670","PF002670","","","Choisir un salaire viable de référence. Prendre la ville qui se trouve dans la même MRC du siège social de l'entreprise. Si la MRC n’est pas couverte, prendre la moyenne québécoise.",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002680","PF002680","","","Écrire le montant du salaire viable de référence ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002690","PF002690","","","Écart en pourcentage entre le salaire viable et le salaire médian",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002700","PF002700","","","Nombre de personnes employées au salaire minimum pendant la dernière année financière de l'entreprise ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002710","PF002710","","","Est-ce que l’entreprise a une politique d’approvisionnement responsable et éthique ? (favoriser les achats locaux, les circuits-courts, choisir des fournisseurs certifiés, etc.) ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002720","PF002720","","","Est-ce que l’entreprise a une politique environnementale ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002730","PF002730","","","Les actions environnementales sont-elles intégrées à la planification stratégique de l’entreprise ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002740","PF002740","","","Est-ce que l'entreprise compense ses émissions ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002750","PF002750","","","Si oui, capter l'information ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002760","PF002760","","","Est-ce que l'entreprise agit dans un secteur d'activité reconnu pour avoir des impacts matériels sur l'environnement ? (produits pétroliers, substances dangereuses et/outoxiques, secteur manufacturier, foresterie, pâtes et papier, agriculture et élevage, construction, transport, etc.",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002770","PF002770","","","Est-ce que l'entreprise mesure ses émissions ? ",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002780","PF002780","","","Si oui, capter l'information",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002790","PF002790","","","Est-ce que les employé-es sont sensibilisé-es  (transport actif, compostage, recyclage, réparation du matériel, etc.) ?",""
"https://codelist.commonapproach.org/PalierFixeElement#PF002800","PF002800","","","Existe-t-il des suivis réguliers et rapports publics sur volet environnemental",""
"https://codelist.commonapproach.org/PalierFixeElement#PF003030","PF003030","","","Sélectionner le niveau selon le pointage",""
"https://codelist.commonapproach.org/PalierFixeElement#ainees","ainees","","","Les personnes aînées",""
"https://codelist.commonapproach.org/PalierFixeElement#ameliorationdelaccesauxservices","ameliorationdelaccesauxservices","","","Amélioration de l’accès aux services",""
"https://codelist.commonapproach.org/PalierFixeElement#ameliorationdesconditionsdevie","ameliorationdesconditionsdevie","","","Amélioration des conditions de vie",""
"https://codelist.commonapproach.org/PalierFixeElement#ancrage","ancrage","","","Ancrage",""
"https://codelist.commonapproach.org/PalierFixeElement#autochtonesinuits","autochtonesinuits","","","Autochtones Inuits",""
"https://codelist.commonapproach.org/PalierFixeElement#autochtonesmetis","autochtonesmetis","","","Autochtones Métis",""
"https://codelist.commonapproach.org/PalierFixeElement#autochtonesnonspecifie","autochtonesnonspecifie","","","Autochtones Non spécifié",""
"https://codelist.commonapproach.org/PalierFixeElement#autochtonespremieresnations","autochtonespremieresnations","","","Autochtones Premières Nations",""
"https://codelist.commonapproach.org/PalierFixeElement#autresgroupesracise","autresgroupesracise","","","Autres groupes racisé",""
"https://codelist.commonapproach.org/PalierFixeElement#communautesdelangueofficielle","communautesdelangueofficielle","","","Communautés de langue officielle en situation ...",""
"https://codelist.commonapproach.org/PalierFixeElement#developpementlocaletterritorial","developpementlocaletterritorial","","","Développement local et territorial",""
"https://codelist.commonapproach.org/PalierFixeElement#diversesidentitesdegenre","diversesidentitesdegenre","","","Personnes de diverses identités de genre",""
"https://codelist.commonapproach.org/PalierFixeElement#emploisdignesetdequalite","emploisdignesetdequalite","","","Emplois dignes et de qualité",""
"https://codelist.commonapproach.org/PalierFixeElement#equitediversiteinclusion","equitediversiteinclusion","","","Équité, diversité, inclusion",""
"https://codelist.commonapproach.org/PalierFixeElement#femmes","femmes","","","Femmes ciblées dans vos actions?",""
"https://codelist.commonapproach.org/PalierFixeElement#gouvernancedemocratiqueetproprietecollective","gouvernancedemocratiqueetproprietecollective","","","GOUVERNANCE DÉMOCRATIQUE ET PROPRIÉTÉ COLLECTIVE",""
"https://codelist.commonapproach.org/PalierFixeElement#immigrantsdepremieregenerationrefugies","immigrantsdepremieregenerationrefugies","","","Immigrants de première génération, réfugiés et ...",""
